"date_posted","thumb","title","content"
"2014-12-18","view-110x110.jpg","New MRes in Tropical Forest Ecology - applications now open!","<p>Imperial College has a new MRes in Tropical Forest Ecology starting in October 2015. Applications are now open. The course aims to provide students with high-level research training in the latest developments in tropical forest ecology, covering the physical and biological aspects of the forest ecosystem and with an emphasis on understanding the linkages between these two components. This will best prepare students for a career in tropical forest ecology research and possible PhD studies.</p><p>Course highlights include three months of full time teaching, a three week fieldcourse in Maliau Basin Field Centre and a 30 week independent research project.</p><p>For more information follow <a href=""http://www3.imperial.ac.uk/lifesciences/postgraduate/courselist/tropical-forest-ecology"">this link</a>.</p>"
"2014-12-17","531660_321459927943253_1792751663_n-150x150.jpg","Three new PhD opportunities","<p style=""text-align: left;"">
  <strong>i) <a href=""https://workspace.imperial.ac.uk/grantham/Public/SSCP%20DTP/DTP%20projects%202015/Aero_Kovac_2015.pdf"">Automated monitoring of rainforest biophysical structure from aerial platforms</a></strong>
</p><p style=""text-align: left;"">
  <strong>ii) <a href=""https://workspace.imperial.ac.uk/grantham/Public/SSCP%20DTP/DTP%20projects%202015/EEE_Holmes_2015.pdf"">Piezoelectric energy harvesting to monitor mesocarnivore dispersal patterns in human-modified tropical rainforest</a></strong>
</p><p style=""text-align: left;"">
  <strong>iii) <a href=""https://workspace.imperial.ac.uk/grantham/Public/SSCP%20DTP/DTP%20projects%202015/LS_Cator_2015.pdf"">Vectorial Capacity Across an Environmental Gradient</a></strong>
</p><p> </p><p>
  <strong>How to apply</strong>
</p><p>Applications should be made directly to project supervisors, with whom candidates can discuss the project in more detail. In addition to any specific departmental requirements, applicants must submit a CV, covering letter and the names of two academic referees.</p><p>The deadline for applications is <strong>19th January 2015</strong>. Successful applicants will be called to interview before 30th January.</p>"
"2014-12-16","10155592_789285891081467_1177858442_n-110x110.jpg","Help us name our new radio station!","<p>We’ve got funding to make an internet radio station that’ll stream the sound of the Bornean rainforest, but we don’t have a name for it and are looking for your help.</p><p> </p><p>We’re setting up solar-powered microphones that will stream acoustics from the SAFE Project site through the mobile network to a server, where we’ll be doing some automated processing of the data to identify a handful of species.  All of this will go online as an internet radio station, where listeners will have pop-ups saying things like “That was a hornbill” and “It’s raining…”.  Listeners will also be able to help us identify species through their calls.  More details of the science behind the project are <a href=""http://www.safeproject.net/projects/continuous-monitoring-of-rainforest-biodiversity-via-acoustic-signal-processing/"">here.</a></p><p> </p><p>We need an interesting name for the radio station.  We’d initially thought of Rainforest Radio, but it already exists.  At the moment, we’re looking at Radio Hutan (hutan being Malay for forest).  But we can’t help but think that we’re collectively suffering from an academic’s typical lack of imagination.</p><p> </p><p>Can you send any ideas you might have to me at <a href=""mailto:r.ewers@imperial.ac.uk"">r.ewers@imperial.ac.uk</a>, or tweet it to @SAFE_Project.</p><p> </p><p>As a reward for the winning entry, we’ll send you a framed print of an interesting noise-making vertebrate taken through our camera traps.</p>"
"2014-09-11","600px-Macro_Termite_Soldier-110x110.jpg","Ants and termites are the workers of tropical rain forests.  Are these insects threatened by habitat disturbance, and what happens to the jobs they do?","<p>Scientists studying ants and termites – two of the most important insect groups in tropical rain forests – have found substantial differences in these two groups in selectively logged forest and oil palm plantations compared to undisturbed old growth forest. These changes in assemblage may cause fundamental shifts in the way tropical ecosystems function.</p><p>Work carried out at the Stability of Altered Forest Ecosystems (SAFE) Project in Sabah, Malaysian Borneo, in which these social insects were collected from soil and dead wood, has shown that termite abundance decreased by 70% or more in disturbed habitats and many groups of soil feeding termites were not found at all. Ants were abundant in old growth forest, selectively logged forest and oil palm plantations, but disturbed habitats supported different ants, with increases in opportunist and behaviourally dominant groups. As termites were much less abundant than ants in disturbed habitats, the relative abundance of these two groups also changed substantially across the habitat types.</p><p>Ants and termites are two of the most ecologically important insect groups in tropical rain forests and play crucial roles in breaking down leaves, dead wood and soil, dispersing seeds, and as predators and prey in food webs. They also interact with each other through predation, nest sharing or through changing the surrounding habitat. Changes in their abundance are therefore likely to have wide ranging effects on ecosystems.</p><p>This is the first time that ants and termites have been studied simultaneously using the same sampling methods along a habitat disturbance gradient, allowing direct comparisons of relative occurrence of the two groups. It is also the first study of termites in oil palm plantations. The research team, based at the Universities of East Anglia, Cambridge, South Bohemia, Imperial College and the Natural History Museum, London, will continue to study the effects of logging, forest fragmentation and oil palm plantations on ant and termite assemblages.</p><p>“This study not only provides new information on the differences in the ants and termites that are present in different existing habitat types, but also provides an extremely valuable baseline dataset for monitoring populations over time as land use continues to change in the study area” says lead author, University of Cambridge PhD researcher, Sarah Luke.</p><p>“We hope to understand how communities of these functionally important insect groups are affected by logging, forest fragmentation and oil palm agriculture, and how the important jobs that they perform may change in modified habitats.”</p><p>This work is published in the open access paper “Functional structure of ant and termite assemblages in old growth forest, logged forest and oil palm plantation in Malaysian Borneo” in the journal Biodiversity and Conservation (available online 30<sup>th</sup> July 2014, at <a href=""http://link.springer.com/article/10.1007/s10531-014-0750-2"">http://link.springer.com/article/10.1007/s10531-014-0750-2</a>, and soon to follow in press. DOI 10.1007/s10531-014-0750-2) by Sarah H Luke, Tom M Fayle, Paul Eggleton, Edgar C Turner and Richard G Davies. Or follow this <a href=""http://www.safeproject.net/projects/biodiversity/functional-structure-of-ant-and-termite-assemblages-in-old-growth-forest-logged-forest-and-oil-palm-plantation-in-malaysian-borneo/"">link</a>.</p>"
"2014-06-19","2008-11-29_0548-110x110.jpg","Monitoring the above ground biomass stocks of Borneo's degraded forest-oil palm landscape","<p style=""text-align: left;"" align=""center"">
  <span style=""font-size: 13px;"">Owing to rapid expansion of oil palm plantations, Sabah’s landscape is mostly dominated by a mosaic of oil palm plantations and tropical forests which have undergone varying rounds of logging.  Another consequence of such rapid land use changes has been that a significant proportion of Sabah’s forests now exists as fragmented patches and riverine margin forests. In order to facilitate the long term conservation of Sabah’s forests (indeed those of Borneo’s forests), it is important to be able to distinguish the different forest types at a landscape scale and map their AGB stocks. Assessment of forest structure parameters via remote-sensing data offers the opportunity to examine stand parameters and to detect degradation and forest dynamics, such as above-ground biomass (AGB), at the landscape scale. Medium and fine scale optical remote sensing datasets are among the most viable options for mapping forest degradation, structure and AGB stocks at a landscape scale. However, they suffer from a fundamental flaw; they are unable to predict/model AGB values beyond 150 Mg/ha. Most tropical forests, including the ones that have undergone several rounds of logging have AGB values higher than this.  This research sought to overcome this basic flaw of optical RS datasets and make them more conducive to landscape scale AGB monitoring.</span>
</p><p>The research makes use of the novel Fourier transform textural ordination (FOTO) method, which involves the combination of 2D fast Fourier transform (FFT) and ordination through principal component analysis (PCA) for characterizing the structural and textural properties of vegetation. Fourier transforms (implemented in form of FFT) aid the analysis of the repetitive structure of the canopy by breaking the intensity signal into sinusoidal waves of different spatial frequencies and has been used as an effective way to analyse specific vegetation data from a wide range of frequencies obtained from very high resolution (VHR) optical satellite data. The method was applied to the recordings of very high resolution (VHR) Satellite Pour l’Observation de la Terre (SPOT) imagery of the study area. The technique proved useful in distinguishing between the forest types and developing individual biomass estimate models for various forest types. Results show that FOTO method is able properly to resolve high AGB values of various forest types.</p><p>These findings were in agreement with the results based on the ground measurements. This was the first time 2.5m SPOT data were used for AGB mapping in a tropical ecosystem (most of the previous high resolution imagery is less than 2m). Overall, this method has proved effective in distinguishing between oil palm plantations and the surrounding tropical forest. More importantly, this technique allowed differentiation between forests that have undergone varying logging practices and isolated riparian/riverine forests from one another.</p><p> </p><p>Read the full article <a href=""/safe_web/static/images/news_legacy/singh-et-al-2014-IntJRemSens.pdf"">here</a>.</p>"
"2014-05-27","UK020609-11-300x199-110x110.jpg","Science@SAFE 2014","<p align=""left"">
  <span style=""font-size: 13px;"">Research scientists, postdoctoral fellows and students who are involved in the S.A.F.E. Project and the NERC Human-Modified Tropical Forest research programme are invited to attend the </span>
  <a style=""font-size: 13px;"" href=""mailto:Science@S.A.F.E"">Science@S.A.F.E</a>
  <span style=""font-size: 13px;""> 2014 meeting.</span>
</p><p> The aim of this meeting is to present findings from one of the world’s largest ecological experiments to understand how logging, deforestation and forest fragmentation modify tropical rainforests and associated ecosystems services.</p><p>Science@S.A.F.E. is a platform for researchers to come together and present findings and on-going research from projects carried out at the S.A.F.E. site, Sabah, Malaysia.</p><p>The meeting is free and open to everyone to facilitate networking and collaboration within the growing S.A.F.E. community.  S.A.F.E. researchers are invited to submit an abstract for a talk or poster, and to suggest workshop ideas.  Please visit <a href=""http://www.safeproject.net/workshop/"">http://www.safeproject.net/workshop/</a>  for further information and to register for this meeting.</p><p>
  <b>1-3 OCTOBER 2014, Silwood Park Campus, Imperial College London, UK</b>
</p><p>We hope to see you there!.</p><p> </p>"
"2014-03-21","IMG_0282-110x110.jpg","PhD opportunity on ecosystem quality and herbivore dynamics","<p>We are seeking PhD candidates to work on the Australian Research Council supported project, “<i>Ecosystem quality and herbivore dynamics in tropical rainforests fragmented by deforestation”</i>, which is nested within the broader SAFE project (www.safeproject.net).</p><p>The research team running the project is led by Professor Roger Kitching of Griffith University, Brisbane, with co-investigators Professor Nigel Stork, Dr Tom Fayle and Dr Kalsum Mohd Yusah and Sarah Maunsell. Successful PhD candidates will be based within the Griffith School of Environment at Griffith University in Brisbane, Australia, but the position will involve extensive periods of remote fieldwork in Sabah, Borneo.</p><p>The wider project will examine the post-treatment dynamics of herbivorous insect assemblages in relation to an experimentally created gradient of habitat modification in rain forest in south-east Asia following large scale conversion of forest to oil palm. Our aim is understand the consequences of such conversion on the insect herbivore community focusing on the two major, almost exclusively herbivorous, Orders of insects, the Lepidoptera and Orthoptera. We will test a series of hypotheses that probe community-level responses to fragmentation and conversion, and examine top-down and bottom-up interactions of the herbivore assemblages. With respect to the herbivores and herbivory, we will assess the bottom-up impacts of changes in the underlying vegetation resource itself (as reflected by the set of functional groups of plants available), and top down effects of natural enemies (with a focus on ants, parasitoids and spiders). Impacts and changes in the two years following deforestation and conversion will be investigated.</p><p>Two to three doctoral students are sought to participate in the project. Exact thesis problem sets are open for some negotiation but it is currently envisaged that <b>one will focus on the insect/plant interaction and the second on the herbivore/natural enemy (for example, spiders or parasitoids) interface.  </b></p><p>
  <b> </b>
</p><p>
  <b>Required</b>
</p><ul><li>Candidates must have a first class honours degree (or equivalent) or a completed research Masters degree in order to be competitive for a Griffith support scholarship</li>
<li>Experience or an interest in working on insect herbivores or predators in the context of forest dynamics and community ecology</li>
<li>Ability to work independently and as part of a team</li>
<li>Experience in the use of ecological statistical analyses</li>
<li>Enthusiasm for conducting field work in remote locations for extended periods of time</li>
</ul><p>
  <b>Desirable</b>
</p><ul><li>Experience with methods relevant to herbivory rates, food web analysis and/or molecular techniques for species identification</li>
</ul><p>All research and field expenses of the students will be met from within the ARC grant. Successful candidates will need to obtain support scholarships from Griffith University where they will enrol for the degree of PhD (see http://www.griffith.edu.au/higher-degrees-research/research-scholarships). Candidates will begin either in mid-2014. Griffith doctoral scholarships provide a stipend of about AU$25300 which is tax-free. Separate scholarships for the payment of fees are also likely to be available for successful candidates. <b>Applications to Griffith University for the mid-2014 round scholarships are due on the 28<sup>th</sup> of April 2014</b>.</p><p>To apply please send a CV including contact details for two referees, and cover letter to Sarah Maunsell (S.Maunsell@griffith.edu.au). We will begin reviewing applications for the mid-2014 entry round on the 4<sup>th</sup> of April, 2014.</p>"
"2014-02-12","2013-04-18-10.56.25-150x150.jpg","Impacts of forest modification and oil palm agriculture on soil carbon dynamics","<h1>
  <span style=""font-size: 13px;""> </span>
</h1><div>
<p><strong>Deadline for Applications:</strong> Mon 3 March 2014<br/><strong>Funding Type:</strong> Fully Funded PhD Project (UK/EU students only)<br/><strong>Type of Study:</strong> PhD</p>
<div>
<p><a title=""Link: Apply online"" href=""http://www.lancaster.ac.uk/lec/postgraduate/postgraduate-research/research-degree-opportunites/apply-online/?phd_id=191"">Apply online</a></p>
</div>
<h2>Summary</h2>
<p>Supervisors: Dr Emma Sayer (Lancaster Environment Centre) and Dr Eleanor Slade (Lancaster Environment Centre and University of Oxford).</p>
<p>Tropical forests support over two-thirds of the world?s terrestrial biodiversity and play a key role in the global carbon balance. However, almost half of all closed-canopy tropical forests have already been degraded. Biodiversity loss in human-modified tropical forests continues to proceed at an alarming rate but the consequences of fragmentation and degradation for forest ecosystem functioning are still poorly understood.</p>
<p>Plant diversity can influence soil carbon storage by providing decomposer organisms with different quantities and quality of plant litter and other carbon sources. Consequently, although disturbance during land-use change can cause immediate, drastic reductions in soil carbon stocks, forest modification could affect soil carbon storage in the longer-term through changes in plant diversity.</p>
<p>This PhD project aims to advance current knowledge of the links between biodiversity and function in tropical forests, focusing on the impact of land-use change and oil palm agriculture in Borneo. A series of field experiments will assess the impact of changes in aboveground diversity to test: 1) Whether reduced tree diversity affects microbial activity, carbon and nutrient release during decomposition; 2) Whether changes in plant- and invertebrate diversity will interact to impact upon soil microbial diversity and activity.</p>
<h2>Funding Notes</h2>
<p>The NERC studentship will provide an annual stipend (£13,726 2013/14 [tax free]) and UK/EU tuition fees for 3 years and 6 months. A Research Training Support Grant (RTSG) is also provided.</p>
<p>Full studentships are available to UK and EU candidates who have been ordinarily resident in the UK throughout the 3-year period immediately preceding the date of an award. EU candidates who have not been ordinarily resident in the UK for the last 3 years are eligible for “tuition fees-only” awards (no maintenance grant). Unfortunately studentships are not available to non-UK/EU applicants. For further information please read NERC’s eligibility rules at www.nerc.ac.uk/funding/available/postgrad/eligibility.asp</p>
<ul><li><a title=""More information: Impacts of forest modification and oil palm agriculture on soil carbon dynamics"" href=""http://www.lancs.ac.uk/sci-tech/downloads/phd_191.pdf"">Download more infomation</a></li>
</ul><p> </p>
</div>"
"2014-01-24","2014-01-13-11.42.08-150x150.jpg","Research Assistant position to work on mammals","<p>
  <b>Diversity and conservation of mammals across a modified tropical landscape.</b>
</p><p>
  <i>Universiti Malaysia Sabah &amp; the Durrell Institute of Conservation and Ecology (DICE), University of Kent UK</i>
</p><p>Supervisors:     Dr Henry Bernard (UMS), Dr Matthew Struebig (DICE) &amp; Dr Zoe Davies (DICE)</p><p>Collaborators:   Dr Rob Ewers, Oliver Wearn (Imperial)</p><p>Dr Glen Reynolds (SEARRP)</p><p>Dr Stephen Rossiter (QMUL)</p><p><b>We wish to recruit</b> <b>an exceptional Research Assistant for up to 3 years to provide detailed diversity and distribution data for mammals in a forest-oil palm region of Sabah. The successful candidate will have opportunity to register for MSc or PhD at Universiti Malaysia Sabah.</b> Our outputs will provide key recommendations to oil palm and logging companies concerning biodiversity conservation in production estates.</p><p>
  <b> </b>
</p><p>
  <b>CONTRACT DURATION</b>
</p><p>Up to 3 years (pending 1 year probation), ideally starting April 2014.</p><p>
  <b> </b>
</p><p>
  <b>BACKGROUND</b>
</p><p>Tropical forests support over two-thirds of the world’s terrestrial biodiversity yet, globally, up to half of the area is considered degraded. Increasingly, human impacts have resulted in environments dominated by degraded forests, agricultural mosaics and other modified habitats. The long-term persistence of biodiversity is thus dependent on the manner in which the wider tropical landscape is managed. This is particularly evident in Sabah, where substantial efforts are being made to effectively conserve wildlife populations while also managing land for timber and agriculture.</p><p>Recently, several policies have been developed to mitigate environmental impacts of rainforest exploitation and agricultural expansion. National laws and the biodiversity criteria of commodity certification schemes such as the RSPO (Roundtable for Sustainable Palm Oil), typically favour preserving fragments of forest and riparian vegetation as conservation reserves, or <i>High Conservation Value</i> areas, within production estates. Meanwhile, agreements under the United Nations REDD+ programme (Reducing Emissions from Deforestation and Forest Degradation) aim to improve biodiversity conservation as a ‘co-benefit’ of protecting forest carbon stocks. However, to date, despite many efforts to characterise biodiversity in modified tropical landscapes, few studies have been able to test the effectiveness of environmental policies using fine-scale data. This is important because without this detailed information it is difficult to know whether it is possible to conserve viable populations of threatened species as well as maintain overall diversity and carbon stocks.</p><p>There is therefore an urgent need for intensive biodiversity studies in degraded landscapes so that management recommendations to timber and agricultural companies will translate to meaningful wildlife conservation on the ground.</p><p>
  <b>AIMS AND OBJECTIVES</b>
</p><p><b><span style=""text-decoration: underline;"">Scientific Aim</span></b>:</p><p><b>To delineate diversity and distributions mammal species over a modified tropical landscape seeking environmental certification.</b> Spatial data will be used to determine patterns of co-occurrence across mammal species, and to test whether degraded areas that support the highest mammal diversity are also important for all species of conservation concern.</p><p><b><span style=""text-decoration: underline;"">Objectives</span></b>:</p><p>1.     <b>Collect primary field data using camera trapping and acoustic recorders</b> to quantify the value of 4 habitat types for terrestrial mammals and bats. Mammal richness and habitat use will be compared between continuous logged rainforest, forest fragments and young and mature oil palm plantations.</p><p>2.    <b>Test for co-occurrence patterns between species across sites</b> to determine if the areas important for species of conservation concern are also important for other mammal species at fine spatial scales.</p><p>3.    <b>Generate distribution maps for vertebrate species of conservation concern</b> over the modified landscape, combining data from (1) with other information available from the wider consortium.</p><p>
  <b>STUDY SYSTEM</b>
</p><p>The study will be take place within the landscape modification experiment at the <b>Stability of Altered Forest Ecosystems (SAFE) project</b> (http://www.safeproject.net/) in Kalabakan, Tawau district, Sabah. Here, logged rainforest is being converted to oil palm plantation, but replicate fragments of various standardised sizes will be retained. Using this experimental design, the SAFE project aims to understand the impacts of forest degradation, fragmentation and conversion to agriculture on biodiversity and ecosystem functioning. Mammal scientists from Universiti Malaysia Sabah and partners in the UK have worked at the site for 3 years. Recent results include the discovery of a population of rare bay cats, despite intensive logging.</p><p>This project will run together with a large consortium funded as <b>part of the Human-Modified Tropical Forests programme of the UK’s Natural Environment Research Council</b>. The selected candidate will be responsible for implementing and managing a camera trapping and acoustic monitoring programme at 24-30 sites across the landscape. This will enable him/her to contribute to the wider aims of the SAFE project by collecting primary data from habitats that are yet to be surveyed for mammals. There will be opportunity to learn new survey and analytical techniques alongside the wider team. The outcome of this research will not only provide training and lead to publications of high academic quality, but should also have genuine conservation management application and impact in Malaysia and other tropical countries.</p><p>
  <b>METHODS</b>
</p><p><b>(a) Fieldwork</b>:   will focus on mammal species of conservation concern, reflecting the taxonomic groups targeted in biodiversity policies such as from the RSPO. Camera traps and acoustic recorders, available from the consortium project, will be used to sample medium-large mammals and  bats across replicate plots in 4 habitat types: continuous logged rainforest, forest fragments and young and mature oil palm plantation (at least 6 plots in each). The researcher will need to set and monitor cameras and recorders at these sites with a team of local assistants, and process photographs and recordings. All sampling will follow a standardised research design so that diversity and indices of activity can be reliably compared across sites.</p><p><b>(b) Analyses</b>:    diversity and community structure will be compared across sites, and species interactions and co-occurrence patterns tested using community analyses (e.g. checkerboard distributions, guild proportionality). Landscape-wide patterns will be examined in a GIS.<b> </b>Primary field data will be combined with other existing SAFE datasets to map species presence and diversity across the landscape using distribution modelling.</p><p>
  <b>REQUIREMENTS</b>
</p><p><b>The preferred candidate will have a good degree or MSc, speak/write Malay (native speaker) and English (native/secondary), and also have forest fieldwork experience, including camera trapping, in Malaysia</b>. The researcher should expect to spend substantial time in the field camp at the SAFE project setting and monitoring cameras and acoustic equipment, although there will be regular opportunities to visit Tawau and process data at the UMS office in Kota Kinabalu. They will also be working as part of a large team, have regular communications with partners in Malaysia and the UK, and will need to manage other field staff, assist other researchers and promote the project both within Malaysia and internationally. GIS skills are also useful.</p><p><b>Potential training provided:</b> on research design and setting acoustic equipment. Depending on whether a PhD or MSc is also pursued, the researcher may also receive training in analytical techniques and data processing.</p><p>
  <b>INDICATIVE PUBLICATIONS</b>
</p><p>Beaudrot, L., M. J. Struebig, E. Meijaard, S. Van Balen, S. Husson, C. F. Young, and A. J. Marshall. 2013. Interspecific interactions between primates, birds, bats, and squirrels may affect community composition on Borneo. <i>American Journal of Primatology</i> 75:170-185.</p><p>Struebig, M. J., A. Turner, E. Giles, F. Lasmana, S. Tollington, H. Bernard, and D. Bell. 2013. Quantifying the biodiversity value of repeatedly logged rainforests: gradient and comparative approaches from Borneo. <i>Advances in Ecological Research</i> 48:183-224.</p><p>Wearn, O. R. Rowcliffe, M.J., Carbone, C., Bernard., and R. Ewers. 2013. Assessing the Status of Wild Felids in a Highly-Disturbed Commercial Forest Reserve in Borneo and the Implications for Camera Trap Survey Design. <i>PLoS ONE</i> 8 (11): e77598; doi: 10.1371/journal.pone.0077598</p><p>
  <b>APPLICATIONS</b>
</p><p><b>Interested candidates should send a CV/resume and cover letter to hbtiandun@gmail.com and M.J.Struebig@gmail.com before 22 February 2014</b>. Each document should be no more than 3 (but ideally 2) pages in length, and should address the required skills and capabilities. Indicate the position title <i>Application for mammal RA </i>in the subject line. Only shortlisted candidates will be notified. <b/></p>"
"2014-01-16","Striped-Treeshrew-Maliau-150x150.jpg","Striped Treeshrew rediscovered in the lowland forests of Sabah, Malaysian Borneo","<p>Borneo boasts an impressive array of mammals, a large number of which are found nowhere else in the world. One such species, the Striped Treeshrew, was recently rediscovered in Sabah more than 20 years after it was last recorded in the region.</p><p>So named for the bold, black dorsal stripe extending from the base of their neck to the top of their tail, very little is known about the species, prompting its listing as data deficient by the IUCN Red List. Like other treeshrews, a family that closely resemble tree squirrels and possessing the largest brains relative to body size of any mammal, it is active in the day, time it spends foraging for insects. In the absence of other research, scientists must turn to museum specimens to try and decipher anything more of the habits and behaviour of the striped treeshew.</p><p>
  <a href=""/safe_web/static/images/news_legacy/Striped-Treeshrew-Maliau.jpg"">
    <img class=""aligncenter size-medium wp-image-67241"" alt=""Striped Treeshrew Maliau"" src=""/safe_web/static/images/news_legacy/Striped-Treeshrew-Maliau-300x225.jpg"" width=""300"" height=""225""/>
  </a>
</p><p>The discovery was made by a team of researchers working in the Maliau Basin Conservation Area following the first comprehensive live-trapping of small mammals in the reserve. Lead scientist of the team, PhD student Oliver Wearn said “we had suspicions that the species was in the area following a few tantalising glimpses on camera traps. However, small mammals are difficult to identify from images alone, so confirmation in the hand was needed.”</p><p>Increasingly, camera-trapping and other remote methods are being employed to survey the uncommon and mysterious taxa that tread the wild corners of our planet – for example, the same team recently documented sightings of the enigmatic bay cat, a felid that is equally unfamiliar. Nevertheless, for smaller species such as the Striped Treeshrew, the traditional trapping methods still hold sway.</p><p>The individual was found in the trap and later examined by researcher Jack Thorley, who noted “following its capture, it was clear that we could rule out two superficially similar species that coexist in the region. It was an extremely exciting find and a wonderful creature to hold in the hand. It marked the culmination of much toil lugging traps around steep, muddy slopes on unsteady footing for many weeks, so it was welcome reward.”</p><p>
  <a href=""/safe_web/static/images/news_legacy/Striped-Treeshrew-Maliau-2.jpg"">
    <img class=""aligncenter size-medium wp-image-67242"" alt=""Striped Treeshrew Maliau 2"" src=""/safe_web/static/images/news_legacy/Striped-Treeshrew-Maliau-2-300x225.jpg"" width=""300"" height=""225""/>
  </a>
</p><p>With its warm, tropical climate, Borneo lies at the epicentre of the palm oil revolution, threatening the flora and fauna for which it is fabled. The mammal trapping which uncovered the Striped Treeshrew is just one facet of a much larger scientific undertaking, the SAFE Project, tasked with investigating the ramifications of this process of forest fragmentation and land conversion on biodiversity. With this in mind, the capture of this rare and elusive species acts as a prescient reminder of the vast and still largely unexplored riches hidden in Borneo’s forests.</p>"
"2014-01-09","399px-Coptotermes_formosanus_shiraki_USGov_k8204-7-150x150.jpg","PhD on ant-termite food webs","<p>A highly motivated postgraduate student is sought to join a project assessing the way that interactions between soil dwelling ants and termites change, and the consequences of this for soil properties, when tropical rainforest is logged, fragmented and converted into oil palm plantation in Malaysian Borneo. The student will quantify interactions using field collections and experiments linking the soil biota to soil properties and nutrient redistribution rates, environmentally constrained null models of species co-occurrence and molecular identification of gut contents. There will also be opportunities to develop the project in a direction of the student’s own choosing. Duties will include spending extensive periods of time in the field in Malaysian Borneo.</p><p>The successful applicant will join the Laboratory for Tropical Ecology at the Institute of Entomology, Biology Centre Academy of Sciences, Ceske Budejovice, Czech Republic, under the supervision of Tom Fayle and Vojtech Novotny. The laboratory is a dynamic and world leading centre for food web research, with regular publications in Science, Nature and other leading journals. The studentship will also provide the opportunity to collaborate with the Stability of Altered Forest Ecosystems project (SAFE), the world’s largest experimental forest fragmentation project. The deadline for applications is <b>February 15<sup>th</sup> 2014</b>, with a start date of April 1<sup>st</sup>. The student will receive a scholarship from the University of South Bohemia and employment on an ongoing grant for three years, sufficient to cover living expenses in Czech Republic.</p><p>Required</p><ul><li>A master’s degree (non-negotiable requirement for PhD study in Czech Republic).</li>
<li>Interest in the ecology of social insects.</li>
<li>1<sup>st</sup> or 2.1 undergraduate degree in ecology or related subject (or equivalent).</li>
<li>Enthusiasm for working in the field for extended periods of time in challenging conditions in tropical rain forest.</li>
<li>Ability to work independently.</li>
<li>Experience in the use of ecological statistical analyses.</li>
</ul><p>Desirable</p><ul><li>Experience with methods relevant to analysis of soil properties and/or molecular techniques for species identification.</li>
</ul><p>To apply please send a CV, contact details for three references, and cover letter stating qualifications, previous work and motivation to Tom Fayle (<a href=""mailto:tmfayle@gmail.com"">tmfayle@gmail.com</a>).</p>"
"2014-01-01","526683_419769621366431_977482664_n-150x150.jpg","Three more PhD studentships available at SAFE!","<p>Three further PhD studentships are available at SAFE, all combining fieldwork in Borneo with lab work at Queen Mary University of London (QMUL). More information on these projects, with details of academic requirements of candidates, can be obtained via the links below. Please note that all candidates must also meet <a href=""http://www.nerc.ac.uk/funding/available/postgrad/eligibility.asp?cookieConsent=A"">NERC eligibility criteria</a>.</p><p>
  <a href=""http://evolve.sbcs.qmul.ac.uk/rossiter/nerc-phd-tropical-mammals/"">
    <b>Molecular ecology and conservation of tropical mammals</b>
  </a>
  <b/>
</p><p>Stephen Rossiter (Queen Mary University of London) and Matt Struebig (University of Kent)</p><p>We are seeking an exceptional and motivated PhD student to join a large team working under NERC’s ‘Human-modified Tropical Forests’ programme. This PhD project is fully-funded by NERC, and aims to quantify patterns of mammalian biodiversity over a modified landscape at the SAFE site that includes logged forest, fragmented forest and oil palm plantations. To characterise mammal diversity the student will collect leeches and conduct cutting-edge forensic genetic analyses to identify the DNA contained within leech blood meals. Fieldwork will be physically demanding and living conditions will be basic. Training will be given in digital PCR, next generation sequencing, data handing and field techniques. The deadline is 01 February 2014, and candidates are encouraged to contact Dr Rossiter in advance of this.</p><p> </p><p>
  <a href=""http://evolve.sbcs.qmul.ac.uk/rossiter/2013/12/05/nerc-dtp-potential-phd-project/"">
    <b>Impact of rainforest modification on predator-prey interactions: a molecular ecological approach</b>
  </a>
  <b/>
</p><p>Stephen Rossiter and Elizabeth Clare (Queen Mary University of London) and Matt Struebig (University of Kent)</p><p>The SAFE (Stability of Altered Forest Ecosystems) site presents an outstanding opportunity to study consequences of forest clearance for biodiversity and ecosystem function in forest fragments. Forest being cleared for oil palm plantations presents the chance for a student to collect valuable data on trophic interactions (e.g. predator-prey) along a time series of habitat degradation. Focusing on insects and insectivorous bats, the student will characterise assemblages using high throughput genetic barcoding. Fieldwork will include malaise trapping to catch insects, and harp-trapping to capture bats for guano collection. The student will be working alongside a large team funded under NERC’s ‘Human-modified Tropical Forests’ programme. This PhD project is only available through the London NERC Doctoral Training Programme (DTP). Candidates must apply via the <a href=""http://london-nerc-dtp.org/how-to-apply/"">NERC DTP website</a> before the 17 February 2014, and are encouraged to contact Dr Rossiter in advance of this.</p><p> </p><p>
  <a href=""http://www.findaphd.com/search/ProjectDetails.aspx?PJID=50048&amp;LID=1316"">
    <b>Using stable isotopes to link biogeochemical processes to biodiversity of conservation concern</b>
  </a>
  <b/>
</p><p>Jonathan Grey (Queen Mary University of London)</p><p>This PhD project is fully-funded by NERC under the Human-modified Tropical Forests programme. It aims to quantify linkages between fresh photosynthetic and detrital-based food webs, which are hypothesised to largely determine the functional consequences of biodiversity changes arising from forest degradation and fragmentation. The project will entail detailed experimental manipulations in the field, as well as characterising the wider food webs (from key basal resources to insectivorous bats representing apex predators) across the forest modification gradient. This project will be conducted in close collaboration with Dr Owen Lewis (Oxford) and Dr Matt Struebig (Kent). The deadline is 01 February 2013, and candidates are encouraged to contact Dr Grey in advance of this.</p>"
